COLL_STOP,XE-131M,XE-133M,XE-133,XE-135,,
26/03/2008 19:11,0.049396839,-0.056068971,0.518657454,-0.197289827,,
27/03/2008 07:11,0.08998733,-0.022009782,0.896156301,0.304520924,,
27/03/2008 19:11,-0.025371071,0.075886275,1.491540282,0.114644913,,
28/03/2008 07:11,-0.033241817,0.039113283,3.498567292,-0.205300869,,
28/03/2008 19:11,-0.034770318,0.001558163,0.239834761,0.064080389,,
29/03/2008 07:11,0.088973392,-0.07736563,0.298999552,-0.005969637,,
29/03/2008 19:11,-0.026752158,-0.013865406,0.149242126,0.13113025,,
30/03/2008 07:11,0.021552332,-0.002762173,0.163909501,0.120589494,,
30/03/2008 19:11,0.021453583,0.010588574,0.136841431,0.175844323,,
31/03/2008 07:11,0.05402426,-0.034757463,0.233168375,0.007574108,,
31/03/2008 19:11,0.164993837,0.038964078,0.098874527,-0.183684717,,
01/04/2008 07:11,0.060190487,0.018052411,0.267747977,-0.325967906,,
01/04/2008 19:11,0.039439254,0.015273962,0.225791083,0.046730478,,
02/04/2008 07:11,0.052692692,-0.035821983,0.118384729,-0.296482739,,
02/04/2008 19:11,0.080266106,0.045609428,0.210254367,0.025567818,,
03/04/2008 07:11,0.024463095,-0.021157644,0.219569447,0.068745412,,
03/04/2008 19:11,0.02307732,-0.030975803,0.275547117,0.233944271,,
04/04/2008 07:11,0.080364958,0.091186517,0.52910459,0.027439112,,
04/04/2008 19:11,0.036976331,-0.016170216,0.214515994,-0.092643912,,
05/04/2008 07:11,0.026279077,-0.013948619,0.413700081,0.167723839,,
05/04/2008 19:11,0.015095867,0.010520126,0.096877819,0.066529836,,
06/04/2008 07:11,0.003758042,-0.001648661,0.140779154,-0.031686773,,
06/04/2008 19:11,0.018236686,-0.005050323,-0.033878391,0.008738991,,
07/04/2008 07:11,0.015073871,0.006232173,-0.002464882,-0.220333733,,
07/04/2008 19:11,0.010921586,0.034533691,0.045197611,-0.096469751,,
08/04/2008 07:11,0.017373121,0.03217552,0.011388687,0.007348357,,
08/04/2008 19:11,-0.012265487,0.007205746,-0.023958222,0.062477852,,
09/04/2008 07:11,-0.016628507,-0.008842317,0.00655451,0.020516375,,
09/04/2008 19:11,0.010246966,0.002474271,-0.028342723,0.158514023,,
10/04/2008 07:11,0.01423822,0.014997147,0.002926182,-0.085263463,,
10/04/2008 19:11,0.018431327,0.038338014,0.026051519,0.212707307,,
11/04/2008 07:11,0.027796791,-0.009657421,-0.078466196,-0.176404322,,
11/04/2008 19:11,0.022938729,-0.00188882,0.065184351,0.056158831,,
12/04/2008 07:11,0.069581283,0.018427597,0.120050397,0.037499511,,
12/04/2008 19:11,0.03527061,0.001971889,-0.038731298,-0.194084987,,
13/04/2008 07:11,0.032512185,-0.010470998,1.417490205,0.032951375,,
13/04/2008 19:11,0.012057046,-0.024627069,0.443478791,0.140482281,,
14/04/2008 07:11,0.016720829,-0.018581298,0.136627887,0.000735459,,
14/04/2008 19:11,0.033970048,0.011693292,0.007039141,0.128900796,,
15/04/2008 07:11,0.014073226,0.026472945,0.213236727,-0.282399965,,
16/04/2008 07:17,-0.029104453,0.001078079,0.091206146,0.211552591,,
16/04/2008 19:17,0.05510014,0.020038482,0.038576888,-0.139314567,,
17/04/2008 07:17,0.027384197,0.038467449,0.132226336,0.184167743,,
17/04/2008 19:17,0.004355811,0.034649232,0.465648055,-0.075513099,,
18/04/2008 07:17,0.049338285,0.069722116,0.510921322,-0.266872743,,
18/04/2008 19:17,-0.002787522,-0.038692376,0.110067694,0.091790733,,
19/04/2008 07:17,0.019794454,-0.002925182,0.134916668,-0.197461869,,
19/04/2008 19:17,-0.000564288,-0.013333975,0.112522976,-0.134108937,,
20/04/2008 07:17,0.018900916,0.031305084,-0.000273249,0.134605498,,
20/04/2008 19:17,0.006942974,0.012609261,0.028733729,0.245519397,,
21/04/2008 07:17,-0.00084364,-0.001084514,0.048980319,0.050186748,,
21/04/2008 19:17,-0.006517416,-0.014630662,0.034914835,0.056152177,,
22/04/2008 07:17,0.078893311,-0.001015478,0.08187942,-0.203277028,,
22/04/2008 19:17,-0.013412858,-0.046653925,0.104040899,0.017092836,,
23/04/2008 07:17,0.049585186,0.053703292,0.009067687,-0.239792161,,
23/04/2008 19:17,0.018181094,0.012179217,0.059250952,-0.049509381,,
24/04/2008 07:17,0.017816672,-0.007560299,0.109210355,0.167518152,,
24/04/2008 19:17,-0.011671843,0.037059703,0.064004881,-0.073580482,,
25/04/2008 07:17,0.060997287,0.050057752,0.179525939,-0.03653522,,
25/04/2008 19:17,0.039411141,-0.035096375,0.121903733,0.1503921,,
26/04/2008 07:17,0.010599454,-0.036862432,0.184404401,0.210677779,,
26/04/2008 19:17,-0.016105998,-0.00251143,0.093262884,0.202502081,,
27/04/2008 07:17,-0.018391688,-0.0023641,0.279238583,-0.061742692,,
27/04/2008 19:17,0.080194008,-0.010900476,0.114924018,-0.102957307,,
28/04/2008 07:15,-0.024259652,-0.017439164,0.124866723,-0.089062345,,
28/04/2008 19:15,-0.009732118,-0.061343493,0.115440048,-0.055004589,,
29/04/2008 07:15,0.045270064,0.00656019,0.176183554,0.283244507,,
